post_type,post_id,parent_id,owner_user_id,owner_display_name,score,body_text,,,,
comment_on_question,1300336,389811,377214.0,Sonic the Anonymous Hedgehog,26,@Andreasdetestscensorship Please add an option to indicate that someone supports removing the policy but doesn't want to participate in the strike. I'd like to sign the letter but due to its current phrasing it would state that I'm participating.,,,,
comment_on_question,1300498,389811,133299.0,Cascabel,25,"While I certainly agree that SE could and should have done better in 2019, that ""debacle"" does not rest solely on their shoulders - a substantial number of community members and moderators were being openly transphobic, to the point that the only way to make the sites friendly to nonbinary people (among others) was for the company to step in. I'm absolutely all for demanding better on the actual core issues here, but let's not weaken our position by tying those important issues to cases where the company was ultimately the grownup in the room, and it was us that couldn't be trusted.",,,,
comment_on_question,1300505,389811,133299.0,Cascabel,24,"@SonictheAnonymousHedgehog Many of those posts were being made by moderators. I was on the receiving end of a significant amount of abuse from moderators. Attempts to shift policy starting from discussion among moderators were uniformly shot down. Yes, there were also community members moderating well, but the overall point stands.",,,,
comment_on_question,1300453,389811,371052.0,mousetail,14,"If you want to sign the letter but don't want to create a stack overflow account, DM me. I can add you manually @bobble",,,,
comment_on_question,1301193,389811,786798.0,0Valt,13,"@Someone to be more precise, everyone on strike does what they choose to, there is no official ""guideline"" on how to behave (apart from the general rule of not doing something that would be considered a punishable offence under normal circumstances anyway) - we are not SE, after all. Some chose to abstain from any and all activity, some - only from moderation duties (VTC/VTR/VTD/reviews/edits). Some chose to stop on all sites, some decided to continue moderating meta sites.",,,,
comment_on_question,1300619,389811,133299.0,Cascabel,9,"@user202729 I don't really feel comfortable getting too specific, but to try to rephrase my previous statement: collectively, both full communities and the internal moderator community came to conclusions that were inconsistent with the policy that was ultimately published. To try to steer back to the original point: holding SE accountable, great. Suggesting that it's always just been them who's out of touch, and the issue is purely ""they're not doing what we say"": meh.",,,,
comment_on_question,1305394,389811,997587.0,starball,8,"@CyberJ ""when AI models will be more accurate and provide better results."" data needed on that claim.",,,,
comment_on_question,1300371,389811,171199.0,ꓢPArcheon,7,"@Sklivvz even if you want to appeal to that, most mods probably never opted-out of the arbitration clause - also know as ""we choose our turf"" (because I would expect them to not be mod if they did) and the company has already shown its ""easy trigger"" in the past, name-calling removed moderators on mainstream news outlet sites in an attempt to ruin their reputation.",,,,
comment_on_question,1300623,389811,298955.0,WillO,7,"I see a lot of diamonds among the list of people who have signed the open letter, but without clicking on each name individually, there seems to be no way to tell which sites are represented among those diamonds.  Is there a way to make that information more readily available?",,,,
comment_on_question,1300373,389811,311001.0,nitsua60,6,"@bobble perhaps it's too on-point, but the historical membrane between SO and SE servers that creates multiple, small friction points like your sign-in issue has been mentioned perennially by moderators as an issue deserving attention for at least a decade :facepalm:",,,,
comment_on_question,1300381,389811,217692.0,R.. GitHub STOP HELPING ICE,6,"@Mithical: This would absolutely be whistleblowing not ""leaking confidential information"". Someone in the leadership is on the AI scam gravy train and trying to tank Stack Overflow in the process.",,,,
comment_on_question,1301064,389811,196834.0,einpoklum,6,"""SE Inc. cannot consistently ignore, mistreat, and malign its volunteers"" <- It's been doing that for quite a while. I'd rephrase that as ""SE Inc. cannot be allowed to ignore, mistreat and malign"" etc.",,,,
comment_on_question,1301728,389811,16241.0,Vaccano,6,"As a random non-moderator and occasional meta reader, this makes no sense from SE's point of view.  If they have the data, they would surely share it.  At least with the moderators (as they have proven over and over again that they don't lead private data).  The only thing that ""connects all the dots"" (to me) is that SE had planned to make this move and purposely planned to make the moderators take the fall.  They figured no one would call them on their statements.  They can't back down (because this was the plan) but they don't really have any data to share.  Hard spot to be in.",,,,
comment_on_question,1304981,389811,1360325.0,HippoMan,6,"From @Shawn: ""The great war between the humans and the robots begins..."" It's simply a war between humans and other humans. The ""robots"" in question have no free will and no intelligence and no minds, and they are simply tools that are being utilized by humans. Calling this a robot/human war is like calling efforts at traffic-safety enforcement a ""war between cars and humans"".",,,,
comment_on_question,1300324,389811,357051.0,Israel should no longer exist,5,@bobble That’s an unintended issue on our part. Sorry for the inconvenience. Hopefully will be fixed soon.,,,,
comment_on_question,1300374,389811,383809.0,Anton Menshov,5,"@SonictheAnonymousHedgehog there are several posts on the network where you can express the desire for the policy to be removed. The open letter, as well as this post, are specifically about the strike action, which you can join or not.",,,,
comment_on_question,1300473,389811,1374521.0,Aaron,5,"Regardless of AI policy I do not believe any LLM's should be permitted on any platforms at all until they can show their work, as in ""Here is a full audit trail of how I reached this answer"".",,,,
comment_on_question,1300494,389811,260073.0,NoDataDumpNoContribution,5,"@agentv "".. respond to content on the basis of its content, not upon its [..] provenance."" Just as a general stance I could live with that. But it's also about copyright and average quality. Sure, some human users also post low quality but the community here is concerned with mass production of low quality content. The ban is temporary, until AI gets better. And it probably gets better at some point. But until then we need the tools to keep the quality high and the company doesn't want to allow these being concerned more with collateral damage, at least it says. Who knows..",,,,
comment_on_question,1300616,389811,161059.0,Alex,5,"""A change in leadership."" is probably the only thing that will improve the situation. i haven't seen anything that was aimed at improving the community in the past year. i absolutely think the current ceo is not fit for the role. it's rather ironic seeing ""button styling"" (still featured) and ""moderator strike"" next to each other, just shows their priorities.  oh, i'm sorry, ""moderator action"" - sure fooled everyone.",,,,
comment_on_question,1300382,389811,395209.0,agentv,4,"It would be a shame if after all this striking, we discovered that the striking moderators were not missed. Maybe some would discover hobbies, or plant a garden.  As a user, I want accurate answers, and I'm not pedantic about how they came to me. Those of us remaining during this ""strike"" will continue to respond to content on the basis of its content, not upon its imagined provenance.",,,,
comment_on_question,1301355,389811,165773.0,gnat,4,"@pippo1980ONSTRIKE have a look at close review stats page. Currently it shows me 7 (seven) reviewers with all but the top one having less than 15 reviews. Compare this to 90,000 users having sufficient reputation to do close reviews. How do you think it happened that only 7 of these decided to review today",,,,
comment_on_question,1301364,389811,165773.0,gnat,4,"...low quality answer stats page looks slightly better on a surface, it shows decent looking list of reviewers with half-decent amount of reviews shown for them. ""246 needs review"" message also may appear okayish... but it just happened that I saw this very page 10 days ago and it displayed 54 - like, about five times less of what I see today. Looks like folks who joined the strike, signed or not, made some impact, yes",,,,
comment_on_question,1300365,389811,768059.0,EarlGrey,3,"The sites on the Stack Exchange network are kept running smoothly by countless hours of unpaid volunteer work, and, in some cases, projects paid for out of pocket by community members that's crazy. Good (if any) old times are long gone. en.wikipedia.org/wiki/Prosus . Stop being exploited.",,,,
comment_on_question,1300612,389811,388243.0,user202729,3,"@Cascabel I'm sorry to hear that with you being a (♦)-moderator on one of the sites yourself. As a regular user I have no knowledge on what's going on internally between the moderators, but I hope some good policy can be made. (although I don't understand -- if a supermajority of moderators are against transphobia why would policies being shot down?)",,,,
comment_on_question,1302411,389811,908464.0,Adam Rubinson,3,"I don't see any serious changes being proposed. If you need to see real change because the mods can't keep pace with new AI-generated answers then here is a serious resolution: Have several prompts before the new user posts their answer warning them that posting an AI-generated answer results in a permanent ban of their account. If they post the AI-generated answer then permanently ban their account. I think perma-banning their IP is too harsh. But forcing them to create a new account from another e-mail address is a pain, and so this method will result in positive change. Am I wrong?",,,,
comment_on_question,1304969,389811,1360325.0,HippoMan,3,"Per @agentv: ""It would be a shame if after all this striking, we discovered that the striking moderators were not missed. ...  As a user, I want accurate answers, and I'm not pedantic about how they came to me."" I agree. I have had questions blocked simply because some moderator decided that they didn't like the wording of my questions, irrespective of the fact that the questions were asked clearly enough for a number of readers to easily understand and answer them. I hope that these nitpicky, overly pedantic moderators would not return from the strike. And I do indeed support the strike.",,,,
comment_on_question,1300620,389811,997587.0,starball,2,"@Alex re: ""i haven't seen anything that was aimed at improving the community in the past year"" -  see Plagiarism flag and moderator tooling has launched to Stack Overflow!",,,,
comment_on_question,1301092,389811,415740.0,Skully,2,Such a shame to see how disconnected SE Inc. is with its own moderator network and how issues like this crop up time and time again.,,,,
comment_on_question,1301188,389811,997587.0,starball,2,"@Someone read the open letter: ""Raising and handling flags, Closing or voting to close posts, Deleting or voting to delete posts, Reviewing tasks in the various review queues,"" etc.",,,,
comment_on_question,1305393,389811,1383063.0,CyberJ,2,"My two cents. Since I started using ChatGPT for coding, I stopped asking questions on Stackoverflow. I think that Stackoverflow has to find a way to integrate AI otherwise it will be lost especially when AI models will be more accurate and provide better results.",,,,
comment_on_question,1300329,389811,260073.0,NoDataDumpNoContribution,1,"""The AI policy change retracted and subsequently changed to a degree that addresses the expressed concerns and empowers moderators to enforce the established policy of forbidding generated content on the platform."" That seems to be a very important point. Not only because it's difficult to achieve but also because it formally puts the striking mods against the now existing moderator policies. I hope a solution can be found.",,,,
comment_on_question,1300346,389811,171199.0,ꓢPArcheon,1,"This looks like the karmic conclusion to the hystorical disagreement about what constitutes NAA (is an answer that answers a different question that the one asked or violates some requirements still an answer?) and what should be done with wrong/dangerous/irrelevant answers (downvote or delete?). Now the new ""defense in absurdity"" is claiming that one may not have the experience to see if an answer is wrong, even when they have.",,,,
comment_on_question,1300391,389811,357051.0,Israel should no longer exist,1,"@hkotsubo The intention is to make them aware by our lack of moderation purposes. It's not just the moderators that are strike. The majority of the core curators are on strike, including the bots we use, such as SmokeDetector.",,,,
comment_on_question,1301318,389811,787261.0,pippo1980,1,so how is the strike going ? are normal users joining it ? do we have stats about it or just the subscribers of the open letter ?,,,,
comment_on_question,1301334,389811,159794.0,kleopatra,1,"@pippo1980ONSTRIKE are normal users joining it yes, me at least - didn't do any content/curation related action since the strike started and I signed the open letter :) there also are other high frequency high expert contributors to SO - which I know - doing the same .. nothing",,,,
comment_on_question,1300387,389811,167698.0,Caimen,0,"I'm concerned about the methods used to identify AI generated content and how accurate they are.  I don't believe there is any software that can do this with any kind of accuracy, banning users based on flawed identification software does not seem the way to go and this open letter seems to have not addressed these concerns.",,,,
comment_on_question,1301186,389811,1203059.0,Someone,0,What exactly are non-diamond strikers not doing?,,,,
comment_on_question,1301189,389811,1203059.0,Someone,0,"@starball so upvoting and downvoting continues as normal? I did read that, but I've read comments from a couple people saying things like ""I would upvote this, but I'm on strike""",,,,
comment_on_question,1301308,389811,273829.0,Gerold Broser,0,I know why I didn't change my profile image after the Monica incident...,,,,
comment_on_question,1302255,389811,268976.0,Hack-R,0,"I think this was well-written and thoughtful, but have the following comments (mostly geared toward StackExchange): 1. Consider me as a scab. I would love to be a moderator in place of any who strike. 2. I believe fighting AI and trying to block it is incredibly silly and non-sustainable. Do you usually ban tools? Is this really so different from any other resource? If StackExchange allows itself to linger in the past while other sites take an AI-first strategy with greatly enhanced ability to improve questions, provide answers, and mine data, then I'm using the other sites.",,,,
answer,389844,389811,274022.0,sideshowbarker,512,"Background from a striking SO mod who handled 10000+ GPT flags
I’m a Stack Overflow moderator coming here to give more details on what management has said that’s helped cause me to decide to join the strike, and to give details from my own personal experience handling several thousand of the warnings and suspensions we’ve done at Stack Overflow for ChatGPT copy-paste abuse.
And I’m framing this as a response to a comment elsewhere from company management way back in December that now looks to have been an unintentional “tell” from management that they may have already started musing way back then about plans to frame it all as a misguided “witch hunt”.
So, to be very clear: The massive effort and hours the curators/flaggers and elected moderators spent together over the last 6 months very successfully stemming the ChatGPT copy-paste tide and shielding our community’s users from all that junk never in, any way shape or form, came anywhere close to actually resembling anything like a “witch hunt” or any other kind of malicious or hysterical misguided analogy that management might want to try to smear us with now.
The reality is instead this:
We’ve been very accurately identifying the ChatGPT posts with an extremely low number of false positives. And I say that as someone who has handled a very very large number of the flags.
For support of the assertion above, please really do take time to read on here.
(Non)Use of any detection tools
I want to take a moment here now to respond specifically to the continuing nonsense insinuations (smears) from management (repeated to the media even today) that we have been over-relying on various detection tools that “have an alarmingly high rate of false positives” and their “decision to require that moderators stop using that tool [sic]”.
So, let me make clear:
In the thousands of cases I handled, I never ever used any of the detection tools.
That is, not only did I not “over rely” on detection tools, I never relied on them at all.
And in cases where the flaggers had included scores from any detection tools in their flag comments, I even completely ignored whatever score information the flaggers provided — to the point that I would actually stop reading the flag comments at the point where they were providing score information, because I found no use at all for it.
So not only could it be said of me that I am one of the moderators whose “own analyses were in use as well” — I can say that my “own analysis” was exclusively in use, with zero reliance on any detector information.
Numbers and assertions
To help clear up any doubts on whether I know whereof I speak, here are some numbers:

Conservatively speaking, for the last 6 months (since the beginning of December 2022) every single day I have been spending 40 minutes a day just on moderating ChatGPT flags. That works out to 120 hours in total that I’ve personally spent on them so far.

And in those hours I’ve spent on this week after week, I’ve looked at multiple thousands of ChatGPT-flagged posts: in the order of 10000 or even 15000 at this point.


And so I do now assert that in the many hours I've spent actually looking at the ChatGPT-flagged posts, and from the many thousands of those posts that I have actually closely and carefully scrutinized in detail, I have in fact learned to recognize the ChatGPT copy-paste cases (including many of the ones whose content the posters had edited before pasting in, to intentionally obscure the provenance) and I can in fact say this:
I assert: I can, with a very high level of confidence and a very low level of false positives, very effectively identify answers whose provenance is ChatGPT or other AI.
And all that leads me to finish with an invitation…
An invitation to management
To anyone in management who claims the elected moderators have been getting it wrong for the last 6 months, with an unacceptably high rate of false positives, and who wants to challenge my personal assertions about how accurately I can identify the ChatGPT cases: I invite you to work together with me over several days looking at least several dozens of ChatGPT flags as they come in.
Alternatively, rather than looking at new flags as they come in, I invite anyone
to go together through the logs of my moderation activities, and examine some significantly-sized random sampling of the thousands of ChatGPT flags I have handled.
Either way, let’s spend time scrutinizing the actual content of the flagged posts together, and actually honestly talking together in good faith about which posts we think we can agree are highly likely not the poster’s own original work.
Until anybody who questions how well we’ve been handling the ChatGPT flags actually does something concrete like what’s described above, waving vague suggestions about possible “witch hunts” and other slanders around under the noses of the elected moderators and flaggers is completely irresponsible at best — but in reality, in combination with other indirect accusations and aggressions that key company reps driving company messaging around this have slung at the elected moderators, it is completely unconscionable and completely unprincipled.",,,,
comment_on_answer,1300536,389844,342074.0,Timothy G.,124,"As a moderator on a smaller site, seeing the numbers you posted about the amount of AI-flagged posts is... incredible.",,,,
comment_on_answer,1300542,389844,1024093.0,tdy,62,"I've flagged quite a few ChatGPT answers, and sideshowbarker has indeed handled a huge proportion of them. From my end, I can also say I've never flagged based on any detection tool -- after you look at a number of ChatGPT responses, it becomes obvious what is ChatGPT (and if I'm wrong about this, I'd like to see examples of false positives). I guess SO's fear is that when users push back and insist ""No I didn't use ChatGPT"" then SO has no tangible proof that the user in fact used ChatGPT.",,,,
comment_on_answer,1300566,389844,210998.0,Stephen Ostermiller,42,It would be interesting to set you up in a blind trial and see what your accuracy rate is on content known to be human generated vs content known to be AI generated.  I'll bet you fare way better than the detectors they are calling out.,,,,
comment_on_answer,1300583,389844,1255496.0,Tim Lewis,42,"""[...] striking SO mod who handled 10000+ GPT flags"" - I knew this was you immediately 😅 Like tdy, you handled all (or most) of my ChatGPT flags, that also didn't use any tooling, but a combination of gut feeling, previous post history (if any), timeline of activity (multiple multi-paragraph posts in the span of a few seconds), etc. I'm glad to hear you (and I hope other moderators) used your best judgement and not some tool, and wanted to take a second to thank you; since ChatGPT came onto the scene, moderation here has probably been... difficult, but we, the users, appreciate you 🙂",,,,
comment_on_answer,1300568,389844,311001.0,nitsua60,36,"@StephenOstermilleronStrike IMO this is a big bit of what SE is missing in the current moment. Many times, both privately and publicly, mods have asked staff to run a trial like that. No such trial of moderators' abilities has been conducted.",,,,
comment_on_answer,1300555,389844,260073.0,NoDataDumpNoContribution,18,This answer is awesome. Great read. One could possibly create a training set for humans to learn to recognize AI generated content.,,,,
comment_on_answer,1301021,389844,197376.0,matt,15,I have submitted numerous ChatGPT flags that were promptly and effectively handled by sideshowbarker. I feel we've worked together effectively to help protect StackOverflow. Now I will join the strike by ceasing all flagging and letting the site stew in its own juices.,,,,
comment_on_answer,1302891,389844,153008.0,Cody Gray,13,"We're on strike because we want to be able to keep doing this, to keep making the sites better, @dougp. If we're not allowed to do that, the next step will be quitting altogether, but we thought we should at least try some last-ditch efforts before abandoning ship altogether. We're not concerned that we'll be replaced with moderator bots. They might as well replace us with random number generators or nothing. At that point, the site will be dead anyway. We're attempting to head off the site we know, love, and have poured thousands upon thousands of hours into over the years from collapsing",,,,
comment_on_answer,1300607,389844,997587.0,starball,12,"I- like tdy- never used ChatGPT scanners / detectors. When I flag something I think is ChatGPT, I just use my own sense and subject-matter expertise.",,,,
comment_on_answer,1302484,389844,1024093.0,tdy,12,"@TomWenseleers Your examples aren't relevant to the ChatGPT policy. We've always been allowed to use CGPT, test its output, and write a verified solution based on that output. The ban/strike is about thousands of users copy-pasting CGPT output and basically spamming unverified junk.",,,,
